source_schema	source_table	source_column	target_schema	target_table	target_column	declaration_kind	declaration_paths
hr	competency	created_by_id	public	people	id	mixin_expansion	app/models/people/hr/job_description.py:55 via app/models/people/base.py:61
hr	competency	updated_by_id	public	people	id	mixin_expansion	app/models/people/hr/job_description.py:55 via app/models/people/base.py:66
hr	department	created_by_id	public	people	id	mixin_expansion	app/models/people/hr/department.py:24 via app/models/people/base.py:61
hr	department	head_id	hr	employee	employee_id	explicit	app/models/people/hr/department.py:73
hr	department	updated_by_id	public	people	id	mixin_expansion	app/models/people/hr/department.py:24 via app/models/people/base.py:66
hr	designation	created_by_id	public	people	id	mixin_expansion	app/models/people/hr/designation.py:33 via app/models/people/base.py:61
hr	designation	updated_by_id	public	people	id	mixin_expansion	app/models/people/hr/designation.py:33 via app/models/people/base.py:66
hr	disciplinary_case	created_by_id	public	people	id	mixin_expansion	app/models/people/discipline/case.py:79 via app/models/people/base.py:61
hr	disciplinary_case	employee_id	hr	employee	employee_id	explicit	app/models/people/discipline/case.py:120
hr	disciplinary_case	investigating_officer_id	hr	employee	employee_id	explicit	app/models/people/discipline/case.py:244
hr	disciplinary_case	panel_chair_id	hr	employee	employee_id	explicit	app/models/people/discipline/case.py:252
hr	disciplinary_case	reported_by_id	hr	employee	employee_id	explicit	app/models/people/discipline/case.py:236
hr	disciplinary_case	status_changed_by_id	public	people	id	mixin_expansion	app/models/people/discipline/case.py:79 via app/models/people/base.py:85
hr	disciplinary_case	updated_by_id	public	people	id	mixin_expansion	app/models/people/discipline/case.py:79 via app/models/people/base.py:66
hr	employee	created_by_id	public	people	id	mixin_expansion	app/models/people/hr/employee.py:124 via app/models/people/base.py:61
hr	employee	expense_approver_id	hr	employee	employee_id	explicit	app/models/people/hr/employee.py:303
hr	employee	person_id	public	people	id	explicit	app/models/people/hr/employee.py:163
hr	employee	reports_to_id	hr	employee	employee_id	explicit	app/models/people/hr/employee.py:298
hr	employee	updated_by_id	public	people	id	mixin_expansion	app/models/people/hr/employee.py:124 via app/models/people/base.py:66
hr	employee_certification	created_by_id	public	people	id	mixin_expansion	app/models/people/hr/employee_extended.py:394 via app/models/people/base.py:61
hr	employee_certification	employee_id	hr	employee	employee_id	explicit	app/models/people/hr/employee_extended.py:423
hr	employee_certification	updated_by_id	public	people	id	mixin_expansion	app/models/people/hr/employee_extended.py:394 via app/models/people/base.py:66
hr	employee_dependent	created_by_id	public	people	id	mixin_expansion	app/models/people/hr/employee_extended.py:537 via app/models/people/base.py:61
hr	employee_dependent	employee_id	hr	employee	employee_id	explicit	app/models/people/hr/employee_extended.py:566
hr	employee_dependent	updated_by_id	public	people	id	mixin_expansion	app/models/people/hr/employee_extended.py:537 via app/models/people/base.py:66
hr	employee_document	created_by_id	public	people	id	mixin_expansion	app/models/people/hr/employee_extended.py:117 via app/models/people/base.py:61
hr	employee_document	employee_id	hr	employee	employee_id	explicit	app/models/people/hr/employee_extended.py:147
hr	employee_document	updated_by_id	public	people	id	mixin_expansion	app/models/people/hr/employee_extended.py:117 via app/models/people/base.py:66
hr	employee_document	verified_by_id	hr	employee	employee_id	explicit	app/models/people/hr/employee_extended.py:212
hr	employee_grade	created_by_id	public	people	id	mixin_expansion	app/models/people/hr/employee_grade.py:24 via app/models/people/base.py:61
hr	employee_grade	updated_by_id	public	people	id	mixin_expansion	app/models/people/hr/employee_grade.py:24 via app/models/people/base.py:66
hr	employee_info_change_batch	employee_id	hr	employee	employee_id	explicit	app/models/people/hr/info_change_request.py:91
hr	employee_info_change_request	employee_id	hr	employee	employee_id	explicit	app/models/people/hr/info_change_request.py:190
hr	employee_info_change_request	reviewer_id	public	people	id	explicit	app/models/people/hr/info_change_request.py:271
hr	employee_onboarding	buddy_employee_id	hr	employee	employee_id	explicit	app/models/people/hr/lifecycle.py:196
hr	employee_onboarding	created_by_id	public	people	id	mixin_expansion	app/models/people/hr/lifecycle.py:79 via app/models/people/base.py:61
hr	employee_onboarding	employee_id	hr	employee	employee_id	explicit	app/models/people/hr/lifecycle.py:112
hr	employee_onboarding	manager_id	hr	employee	employee_id	explicit	app/models/people/hr/lifecycle.py:204
hr	employee_onboarding	updated_by_id	public	people	id	mixin_expansion	app/models/people/hr/lifecycle.py:79 via app/models/people/base.py:66
hr	employee_onboarding_activity	assignee_id	public	people	id	explicit	app/models/people/hr/lifecycle.py:299
hr	employee_onboarding_activity	completed_by	public	people	id	explicit	app/models/people/hr/lifecycle.py:324
hr	employee_promotion	created_by_id	public	people	id	mixin_expansion	app/models/people/hr/lifecycle.py:447 via app/models/people/base.py:61
hr	employee_promotion	employee_id	hr	employee	employee_id	explicit	app/models/people/hr/lifecycle.py:470
hr	employee_promotion	updated_by_id	public	people	id	mixin_expansion	app/models/people/hr/lifecycle.py:447 via app/models/people/base.py:66
hr	employee_qualification	created_by_id	public	people	id	mixin_expansion	app/models/people/hr/employee_extended.py:265 via app/models/people/base.py:61
hr	employee_qualification	employee_id	hr	employee	employee_id	explicit	app/models/people/hr/employee_extended.py:293
hr	employee_qualification	updated_by_id	public	people	id	mixin_expansion	app/models/people/hr/employee_extended.py:265 via app/models/people/base.py:66
hr	employee_separation	created_by_id	public	people	id	mixin_expansion	app/models/people/hr/lifecycle.py:349 via app/models/people/base.py:61
hr	employee_separation	employee_id	hr	employee	employee_id	explicit	app/models/people/hr/lifecycle.py:373
hr	employee_separation	updated_by_id	public	people	id	mixin_expansion	app/models/people/hr/lifecycle.py:349 via app/models/people/base.py:66
hr	employee_skill	assessed_by_id	hr	employee	employee_id	explicit	app/models/people/hr/employee_extended.py:797
hr	employee_skill	created_by_id	public	people	id	mixin_expansion	app/models/people/hr/employee_extended.py:738 via app/models/people/base.py:61
hr	employee_skill	employee_id	hr	employee	employee_id	explicit	app/models/people/hr/employee_extended.py:766
hr	employee_skill	updated_by_id	public	people	id	mixin_expansion	app/models/people/hr/employee_extended.py:738 via app/models/people/base.py:66
hr	employee_transfer	created_by_id	public	people	id	mixin_expansion	app/models/people/hr/lifecycle.py:521 via app/models/people/base.py:61
hr	employee_transfer	employee_id	hr	employee	employee_id	explicit	app/models/people/hr/lifecycle.py:544
hr	employee_transfer	updated_by_id	public	people	id	mixin_expansion	app/models/people/hr/lifecycle.py:521 via app/models/people/base.py:66
hr	employment_contract	employee_id	hr	employee	employee_id	explicit	app/models/people/hr/employment_contract.py:98
hr	employment_type	created_by_id	public	people	id	mixin_expansion	app/models/people/hr/employment_type.py:23 via app/models/people/base.py:61
hr	employment_type	updated_by_id	public	people	id	mixin_expansion	app/models/people/hr/employment_type.py:23 via app/models/people/base.py:66
hr	exit_interview	conducted_by_id	hr	employee	employee_id	explicit	app/models/people/hr/exit_interview.py:112
hr	exit_interview	employee_id	hr	employee	employee_id	explicit	app/models/people/hr/exit_interview.py:107
hr	grievance	assigned_to_id	hr	employee	employee_id	explicit	app/models/people/hr/grievance.py:161
hr	grievance	created_by_id	public	people	id	mixin_expansion	app/models/people/hr/grievance.py:71 via app/models/people/base.py:61
hr	grievance	employee_id	hr	employee	employee_id	explicit	app/models/people/hr/grievance.py:109
hr	grievance	escalated_to_id	hr	employee	employee_id	explicit	app/models/people/hr/grievance.py:193
hr	grievance	status_changed_by_id	public	people	id	mixin_expansion	app/models/people/hr/grievance.py:71 via app/models/people/base.py:85
hr	grievance	updated_by_id	public	people	id	mixin_expansion	app/models/people/hr/grievance.py:71 via app/models/people/base.py:66
hr	hr_document_acknowledgment	employee_id	hr	employee	employee_id	explicit	app/models/people/hr/handbook.py:312
hr	job_description	created_by_id	public	people	id	mixin_expansion	app/models/people/hr/job_description.py:160 via app/models/people/base.py:61
hr	job_description	updated_by_id	public	people	id	mixin_expansion	app/models/people/hr/job_description.py:160 via app/models/people/base.py:66
hr	job_description_competency	created_by_id	public	people	id	mixin_expansion	app/models/people/hr/job_description.py:360 via app/models/people/base.py:61
hr	job_description_competency	updated_by_id	public	people	id	mixin_expansion	app/models/people/hr/job_description.py:360 via app/models/people/base.py:66
hr	position	created_by_id	public	people	id	mixin_expansion	app/models/people/hr/position.py:45 via app/models/people/base.py:61
hr	position	updated_by_id	public	people	id	mixin_expansion	app/models/people/hr/position.py:45 via app/models/people/base.py:66
hr	position_assignment	created_by_id	public	people	id	mixin_expansion	app/models/people/hr/position_assignment.py:35 via app/models/people/base.py:61
hr	position_assignment	employee_id	hr	employee	employee_id	explicit	app/models/people/hr/position_assignment.py:89
hr	position_assignment	updated_by_id	public	people	id	mixin_expansion	app/models/people/hr/position_assignment.py:35 via app/models/people/base.py:66
hr	salary_review	approved_by_id	public	people	id	explicit	app/models/people/hr/salary_review.py:181
hr	salary_review	created_by_id	public	people	id	mixin_expansion	app/models/people/hr/salary_review.py:60 via app/models/people/base.py:61
hr	salary_review	employee_id	hr	employee	employee_id	explicit	app/models/people/hr/salary_review.py:98
hr	salary_review	status_changed_by_id	public	people	id	mixin_expansion	app/models/people/hr/salary_review.py:60 via app/models/people/base.py:85
hr	salary_review	submitted_by_id	public	people	id	explicit	app/models/people/hr/salary_review.py:174
hr	salary_review	updated_by_id	public	people	id	mixin_expansion	app/models/people/hr/salary_review.py:60 via app/models/people/base.py:66
hr	skill	created_by_id	public	people	id	mixin_expansion	app/models/people/hr/employee_extended.py:678 via app/models/people/base.py:61
hr	skill	updated_by_id	public	people	id	mixin_expansion	app/models/people/hr/employee_extended.py:678 via app/models/people/base.py:66
hr	staff_account_status_projection	employee_id	hr	employee	employee_id	explicit	app/models/people/hr/staff_access_projection.py:182
hr	staff_account_status_projection	person_id	public	people	id	explicit	app/models/people/hr/staff_access_projection.py:187
hr	staff_leave_access_restriction	employee_id	hr	employee	employee_id	explicit	app/models/people/hr/staff_access_projection.py:94
hr	staff_leave_access_restriction	person_id	public	people	id	explicit	app/models/people/hr/staff_access_projection.py:99
hr	succession_candidate	employee_id	hr	employee	employee_id	explicit	app/models/people/hr/succession.py:190
hr	succession_plan	created_by_id	public	people	id	mixin_expansion	app/models/people/hr/succession.py:77 via app/models/people/base.py:61
hr	succession_plan	incumbent_id	hr	employee	employee_id	explicit	app/models/people/hr/succession.py:116
hr	succession_plan	updated_by_id	public	people	id	mixin_expansion	app/models/people/hr/succession.py:77 via app/models/people/base.py:66
hr	survey	created_by_id	public	people	id	mixin_expansion	app/models/people/hr/survey.py:82 via app/models/people/base.py:61
hr	survey	updated_by_id	public	people	id	mixin_expansion	app/models/people/hr/survey.py:82 via app/models/people/base.py:66
hr	survey_response	employee_id	hr	employee	employee_id	explicit	app/models/people/hr/survey.py:239
inv	material_request	requested_by_id	hr	employee	employee_id	explicit	app/models/inventory/material_request.py:122
leave	holiday_list	created_by_id	public	people	id	mixin_expansion	app/models/people/leave/holiday_list.py:32 via app/models/people/base.py:61
leave	holiday_list	updated_by_id	public	people	id	mixin_expansion	app/models/people/leave/holiday_list.py:32 via app/models/people/base.py:66
leave	leave_allocation	created_by_id	public	people	id	mixin_expansion	app/models/people/leave/leave_allocation.py:34 via app/models/people/base.py:61
leave	leave_allocation	employee_id	hr	employee	employee_id	explicit	app/models/people/leave/leave_allocation.py:70
leave	leave_allocation	updated_by_id	public	people	id	mixin_expansion	app/models/people/leave/leave_allocation.py:34 via app/models/people/base.py:66
leave	leave_application	approved_by_id	public	people	id	explicit	app/models/people/leave/leave_application.py:149
leave	leave_application	created_by_id	public	people	id	mixin_expansion	app/models/people/leave/leave_application.py:46 via app/models/people/base.py:61
leave	leave_application	employee_id	hr	employee	employee_id	explicit	app/models/people/leave/leave_application.py:84
leave	leave_application	leave_approver_id	hr	employee	employee_id	explicit	app/models/people/leave/leave_application.py:143
leave	leave_application	status_changed_by_id	public	people	id	mixin_expansion	app/models/people/leave/leave_application.py:46 via app/models/people/base.py:85
leave	leave_application	updated_by_id	public	people	id	mixin_expansion	app/models/people/leave/leave_application.py:46 via app/models/people/base.py:66
leave	leave_type	created_by_id	public	people	id	mixin_expansion	app/models/people/leave/leave_type.py:44 via app/models/people/base.py:61
leave	leave_type	updated_by_id	public	people	id	mixin_expansion	app/models/people/leave/leave_type.py:44 via app/models/people/base.py:66
payments	remita_rrr	created_by_id	public	people	id	explicit	app/models/finance/remita/rrr.py:177
payroll	employee_loan	approved_by_id	public	people	id	explicit	app/models/people/payroll/employee_loan.py:196
payroll	employee_loan	created_by_id	public	people	id	explicit	app/models/people/payroll/employee_loan.py:240
payroll	employee_loan	disbursed_by_id	public	people	id	explicit	app/models/people/payroll/employee_loan.py:212
payroll	employee_loan	employee_id	hr	employee	employee_id	explicit	app/models/people/payroll/employee_loan.py:95
payroll	employee_tax_profile	created_by_id	public	people	id	mixin_expansion	app/models/people/payroll/employee_tax_profile.py:39 via app/models/people/base.py:61
payroll	employee_tax_profile	employee_id	hr	employee	employee_id	explicit	app/models/people/payroll/employee_tax_profile.py:74
payroll	employee_tax_profile	updated_by_id	public	people	id	mixin_expansion	app/models/people/payroll/employee_tax_profile.py:39 via app/models/people/base.py:66
payroll	loan_repayment	created_by_id	public	people	id	explicit	app/models/people/payroll/loan_repayment.py:142
payroll	loan_type	created_by_id	public	people	id	explicit	app/models/people/payroll/loan_type.py:190
payroll	payroll_entry	created_by_id	public	people	id	mixin_expansion	app/models/people/payroll/payroll_entry.py:64 via app/models/people/base.py:61
payroll	payroll_entry	payslips_email_queued_by_id	public	people	id	explicit	app/models/people/payroll/payroll_entry.py:215
payroll	payroll_entry	status_changed_by_id	public	people	id	mixin_expansion	app/models/people/payroll/payroll_entry.py:64 via app/models/people/base.py:85
payroll	payroll_entry	updated_by_id	public	people	id	mixin_expansion	app/models/people/payroll/payroll_entry.py:64 via app/models/people/base.py:66
payroll	salary_component	created_by_id	public	people	id	mixin_expansion	app/models/people/payroll/salary_component.py:40 via app/models/people/base.py:61
payroll	salary_component	updated_by_id	public	people	id	mixin_expansion	app/models/people/payroll/salary_component.py:40 via app/models/people/base.py:66
payroll	salary_slip	created_by_id	public	people	id	mixin_expansion	app/models/people/payroll/salary_slip.py:70 via app/models/people/base.py:61
payroll	salary_slip	employee_id	hr	employee	employee_id	explicit	app/models/people/payroll/salary_slip.py:124
payroll	salary_slip	paid_by_id	public	people	id	explicit	app/models/people/payroll/salary_slip.py:271
payroll	salary_slip	posted_by_id	public	people	id	explicit	app/models/people/payroll/salary_slip.py:261
payroll	salary_slip	reviewed_by_id	public	people	id	explicit	app/models/people/payroll/salary_slip.py:332
payroll	salary_slip	status_changed_by_id	public	people	id	mixin_expansion	app/models/people/payroll/salary_slip.py:70 via app/models/people/base.py:85
payroll	salary_slip	updated_by_id	public	people	id	mixin_expansion	app/models/people/payroll/salary_slip.py:70 via app/models/people/base.py:66
payroll	salary_structure	created_by_id	public	people	id	mixin_expansion	app/models/people/payroll/salary_structure.py:46 via app/models/people/base.py:61
payroll	salary_structure	updated_by_id	public	people	id	mixin_expansion	app/models/people/payroll/salary_structure.py:46 via app/models/people/base.py:66
payroll	salary_structure_assignment	created_by_id	public	people	id	mixin_expansion	app/models/people/payroll/salary_assignment.py:32 via app/models/people/base.py:61
payroll	salary_structure_assignment	employee_id	hr	employee	employee_id	explicit	app/models/people/payroll/salary_assignment.py:70
payroll	salary_structure_assignment	updated_by_id	public	people	id	mixin_expansion	app/models/people/payroll/salary_assignment.py:32 via app/models/people/base.py:66
payroll	tax_band	created_by_id	public	people	id	mixin_expansion	app/models/people/payroll/tax_band.py:42 via app/models/people/base.py:61
payroll	tax_band	updated_by_id	public	people	id	mixin_expansion	app/models/people/payroll/tax_band.py:42 via app/models/people/base.py:66
perf	appraisal	counter_signer_id	hr	employee	employee_id	explicit	app/models/people/perf/appraisal.py:210
perf	appraisal	created_by_id	public	people	id	mixin_expansion	app/models/people/perf/appraisal.py:59 via app/models/people/base.py:61
perf	appraisal	employee_id	hr	employee	employee_id	explicit	app/models/people/perf/appraisal.py:91
perf	appraisal	manager_id	hr	employee	employee_id	explicit	app/models/people/perf/appraisal.py:110
perf	appraisal	status_changed_by_id	public	people	id	mixin_expansion	app/models/people/perf/appraisal.py:59 via app/models/people/base.py:85
perf	appraisal	updated_by_id	public	people	id	mixin_expansion	app/models/people/perf/appraisal.py:59 via app/models/people/base.py:66
perf	appraisal_appeal	created_by_id	public	people	id	mixin_expansion	app/models/people/perf/appraisal_appeal.py:25 via app/models/people/base.py:61
perf	appraisal_appeal	employee_id	hr	employee	employee_id	explicit	app/models/people/perf/appraisal_appeal.py:64
perf	appraisal_appeal	mediator_id	hr	employee	employee_id	explicit	app/models/people/perf/appraisal_appeal.py:90
perf	appraisal_appeal	updated_by_id	public	people	id	mixin_expansion	app/models/people/perf/appraisal_appeal.py:25 via app/models/people/base.py:66
perf	appraisal_cycle	created_by_id	public	people	id	mixin_expansion	app/models/people/perf/appraisal_cycle.py:45 via app/models/people/base.py:61
perf	appraisal_cycle	updated_by_id	public	people	id	mixin_expansion	app/models/people/perf/appraisal_cycle.py:45 via app/models/people/base.py:66
perf	appraisal_feedback	created_by_id	public	people	id	mixin_expansion	app/models/people/perf/appraisal.py:441 via app/models/people/base.py:61
perf	appraisal_feedback	feedback_from_id	hr	employee	employee_id	explicit	app/models/people/perf/appraisal.py:474
perf	appraisal_feedback	updated_by_id	public	people	id	mixin_expansion	app/models/people/perf/appraisal.py:441 via app/models/people/base.py:66
perf	appraisal_outcome_action	actioned_by_id	hr	employee	employee_id	explicit	app/models/people/perf/appraisal_outcome_action.py:83
perf	appraisal_outcome_action	created_by_id	public	people	id	mixin_expansion	app/models/people/perf/appraisal_outcome_action.py:34 via app/models/people/base.py:61
perf	appraisal_outcome_action	updated_by_id	public	people	id	mixin_expansion	app/models/people/perf/appraisal_outcome_action.py:34 via app/models/people/base.py:66
perf	appraisal_template	created_by_id	public	people	id	mixin_expansion	app/models/people/perf/appraisal_template.py:44 via app/models/people/base.py:61
perf	appraisal_template	updated_by_id	public	people	id	mixin_expansion	app/models/people/perf/appraisal_template.py:44 via app/models/people/base.py:66
perf	contract_amendment_workflow	appraisee_id	hr	employee	employee_id	explicit	app/models/people/perf/contract_amendment.py:66
perf	contract_amendment_workflow	appraiser_id	hr	employee	employee_id	explicit	app/models/people/perf/contract_amendment.py:71
perf	contract_amendment_workflow	created_by_id	public	people	id	mixin_expansion	app/models/people/perf/contract_amendment.py:24 via app/models/people/base.py:61
perf	contract_amendment_workflow	hod_id	hr	employee	employee_id	explicit	app/models/people/perf/contract_amendment.py:76
